id,text
PMC5476168,It is known that male fetuses and neonates show a relatively higher immune vulnerability compared to females (50).
PMC4511543,On the basis of body mass index (BMI; kg/m2) the study subjects were classified in two groups: obese with BMI > 30 kg/m2(3 females and 9 males) and normal weight with BMI < 25 kg/m2(4 females and 4 males).
PMC7528566,Approximately 56% of the study sample were women and 33% were MZ twins.
PMC7318183,The subjects were allocated to sequences such that at least 1 male and at least 1 female were in each sequence.
PMC2700110,"Of the remaining 584 patients who attempted suicide, 38.2% (n= 223) were male and 61.8% (n= 361) were female, with an age ranged of 14 to 88 years and a mean of 38.0 years, standard deviation 15.9 years (M= 41.1,SD= 15.9 years for males;M= 36.2,SD= 15.5 years for females)."
PMC4510300,"3.1 Clinical manifestations and genetic analysisThis study included 24 patients suffering from iron overload (21 men and 3 women), with a median age of 49 years."
PMC4510300,"Fourteen subjects were recruited for the control group, 10 men and 4 women, who had a median age of 45 years."
PMC6794419,The first group at risk for LD consisted of 41 monolingual United States infants (23 females) who had an older sibling with an ASD diagnosis (Sibs ASD) but no eventual ASD diagnosis.
PMC6794419,"The Sibs ASD group was compared to a group of 29 monolingual United States infants (16 females) (Sibs TD), who had a typically developing older sibling and no family history of ASD."
PMC6794419,"The ELGA group was compared to a control sample of 20 Italian full-term Italian monolingual infants (FT, 8 females), with a GA ≥ 37 weeks."
PMC6794419,"Using this criterion, 9 ELGA infants (6 males) were classified as LD (ELGA-LD)."
PMC3867462,"Materials and MethodsUltrasonography of the carpal tunnels of both wrists was performed in a sample of 15 healthy volunteers (11 men and 4 women, mean age 28.6 years, range 22–38) who had no evidence or history of pain or dysfunction of the upper extremity."
PMC2904695,"The study sample (n = 295, 222 males and 73 females) included 222 patients with autistic disorder and 61 with Asperger syndrome; 12 individuals narrowly missed the criteria for autistic disorder and were considered to have pervasive developmental disorder not otherwise specified (PDD-NOS)."
PMC2904695,"The control sample (n = 362) comprised 100 French (60 males, 40 females) and 262 Swedish individuals (173 males, 89 females) all of European descent."
PMC7586899,"(20)In total, 103 mandibles were measured, 53 female and 50 male, from the Bone Museum of the Department of Social Dentistry (UNICAMP, Piracicaba Dental School)."
PMC4604077,All 20 LA (5 male) and 20 HA (5 male) volunteers returned for the second experiment.
PMC9003563,"A total of 80 patients (45% women) were studied using 78 cm2self-adhesive defibrillator pads, with TTI measured after the first shock."
PMC9003563,"This explanation was confirmed by Roh et al., denoting a higher mean TTI in women than in men (77 ± 15Ω) vs. 63 ± 11Ω,p<0.001) [51]."
PMC9072024,"Enzyme-linked immunosorbent assay (ELISA) was used to detect the ANGPTL8 levels in the samples.N= 29 for HC,N= 19 for NGT pregnant women andN= 23 for GDM patients."
PMC3939948,"Materials and MethodsParticipants were 246 undergraduate female students from different disciplines of human sciences, enrolled in entry-level statistics courses of Tabriz University in Iran, who voluntarily participated in the study and signed the consent form."
PMC4508382,Total blood volume was estimated using the standard formula of 70 mL/kg for male and 65 mL/kg for female patients.
PMC8635705,"Between December 2015 and April 2019, women were recruited in their first trimester of pregnancy from outpatient obstetric clinics affiliated with the University of Rochester."
PMC3224439,[6] Women have more fat than men for a given BMI.
PMC5582695,"One hundred fifty responses were received indicating interest (response rate, 46.2%); however, due to scheduling conflicts, only 100 individuals were available to come to the laboratory and complete the study (n = 100; 60 men, 40 women; mean age, 53.1 ± 7.4 years)."
PMC4024194,"Considering the groups were not gender-matched, individual abundances of all proteins from WB results were compared between male (n = 9) and female (n = 11) to evaluate the influence of gender as a potential confounding factor."
PMC7411191,"We therefore assumed that, for HB‐CA, LR had an average value of 2.44%/Sv in adult males and females aged 75 years.The VSL estimates differ across countries and also among agencies within the same country."
PMC8488055,"Clinical Characteristics of the Study SubjectsAs shown inTable 1, there were 11 males and 34 females in the healthy group, with a mean age of 49.02±13.00 years old."
PMC8488055,"The mean age of the OLP patients was 48.52±12.33 years, including 14 males and 36 females."
PMC6291034,A total of 200 women who met the criteria of the study were recruited.
PMC6291034,"One hundred Thai females with abnormal cervical cytology were referred to colposcopy, and 100 women who came for routine cervical cancer screening at Thammasat University Hospital were recruited for the study and control group."
PMC6214512,"Correlation coefficients were compared using Fisher r-to-z transformation.A total of 47 males and females had been identified by spectrophotometry as G6PD normal in previous studies [15,16]."
PMC4281080,"MethodSubjectsWe analysed the questionnaire data of 56 individuals: 32 men and 24 women between the ages of 19 and 34 years (M = 24.57, SD = 3.99)."
PMC7679454,"A typical indication for colonoscopy was either occasional lower-GI bleeding, persistent unexplained abdominal pain, or screening and surveillance of colorectal polyps, and 51 individuals (31 men and 20 women), aged 34–67 years, were initially included in the study."
PMC8602160,"We also excluded a 42-year-old woman who, according to her self-reported weight, was just 28 kg, leaving a final sample of 175 subjects (50 males and 125 females)."
PMC8602160,"In the present study, internal reliability was good (Cronbach alpha: 0.85).SampleOur final sample contained 175 participants (50 males and 125 females)."
PMC5360670,"This left 82 eligible patients (71%), 29 males and 53 females, available for follow-up."
PMC5360670,"The mean age of the men was 62 years (SD 18.31, range 18–89 years), and that of the women was 63 years (SD 16.48, range 21–89 years)."
PMC6444008,"MaterialsIn this study, archived cone-beam computed tomographic (CBCT) scans from 300 patients who had been referred to 2 private jaw radiology centers in Hamadan, Iran, including 142 women and 158 men aged between 14 and 60 years, were studied."
PMC9270987,Further analysis revealed that the sample was largely comparable to the 2013 National Drug Strategy Household Survey sample (NDSHS) in terms of gender (46.5% male (95% CI = 43.3–49.5) vs 49.5% male in NDSHS (95% CI = 48.4–50.5)) and geographic location (Australian jurisdiction).
PMC6834769,"Twenty-one patients (16 women, five men; mean age: 62.1 years) matched these criteria."
PMC5464904,"A total of twelve patients with gastric cancer were enrolled (8 male, 4 female, 42-67 years old)."
PMC8524118,Twenty-seven Korean speakers (12 females and 15 males; mean age: 41±17 years old) participated in the study.
PMC5829820,"UCSF, University of California, San Francisco.After patient exclusion, our final group of UCSF patients was composed of 55% women and 45% men with a median age of 55 years."
PMC5829820,"In the MIMIC-III dataset, approximately 44% of patients were women and 56% were men."
PMC8763543,There were 30 males and 30 females in each group.
PMC7507446,2.1Tissues specimen and expression analysisMatched pairs of breast cancer and non‐tumour breast tissue were obtained from 24 female patients (average age; 50.5 ± 14.1 years) diagnosed with IDC and undergoing surgical resection.
PMC5913025,"After excluding patients with a history of treatment for LBP related to spinal disorders, 30 patients (one male and 29 females; mean age, 63.5 years; range, 45–78 years) were included in our analysis."
PMC5913025,"There were 12 patients with bilateral OA (one male, 11 females; mean age, 62.2 years; range, 45–78 years) and 18 patients with unilateral OA (18 females; mean age, 64.4 years; range, 51–77 years)."
PMC7314115,"In the final sample, a total of 1680 individuals identified themselves as a woman and 760 as a man."
