	journal-id	aff	year	PMCID	tokenized_METHODS
14115	JOBES		2008	PMC2931392	Twenty-six subjects (10 men, 16 women) with a BMI greater than 25 kg/m2 were randomly assigned to receive six grams of pyruvate per day or placebo.
14116	BMC Bioinformatics		2002	PMC3009532	
14117	Part Fibre Toxicol		2001	PMC3033333	
14118	Biochem. Biophys. Res. Commun		2003	PMC2908739	
14119	plosone	Singapore Immunology Network, Singapore	2006	PMC2816213	
14120	ecam	Department of Sasang Constitutional Medicine, College of Korean Medicine, Kyunghee University, Seoul, Republic of Korea	1991	PMC2741629	
14121	MV		2005	PMC2612705	
14122	Br J Cancer		2008	PMC2816652	
14123	Respir Res		2005	PMC1459147	
14124	JBC	the	2006	PMC2943294	
14125	BMC Cancer		1998	PMC2805682	
14126	Health Res Policy Syst		2005	PMC3022559	
14127	MV		2002	PMC2728561	
14128	JO		2009	PMC2833311	
14129	plosone	National Institute for Medical Research, Medical Research Council, United Kingdom	1995	PMC3069029	
14130	scan	Cognitive Neuroimaging Laboratory, McLean Hospital/Harvard Medical School Belmont, MA 02478, USA	1988	PMC2569811	
14131	J. Cell Biol	Department of Neurobiochemistry, George S. Wise Faculty of Life Sciences, Tel Aviv University, Tel Aviv 69978, Israel	1998	PMC2173426	
14132	Arthritis Res Ther		1996	PMC1794508	
14133	jcb		2007	PMC2364687	
14134	plosone	Louisiana State University, United States of America	2003	PMC2685007	
14135	plosone	Walter and Eliza Hall Institute of Medical Research, Australia	2006	PMC2698122	
14136	plosone	Deutsches Krebsforschungszentrum, Germany	2000	PMC2703796	
14137	BMC Infect Dis		2001	PMC1863420	
14138	JOE		1993	PMC2315694	
14139	Malar J		2003	PMC2944340	Among the 16 637 females collected, 83 (0.5%) were Anopheles, 81 were An.
14140	Malar J		2003	PMC2944340	Among 6 157 collected female mosquitoes, 92 (1.5%) were Anopheles, and all of them were An.
14141	BMC Microbiol		1990	PMC518963	MethodsMicroorganisms and human DNA used for the studyOrganisms used in this study are listed in table 1.SubjectsA total of 83 consecutive women attending fertility clinics in Denmark (Brædstrup/Horsens and Holstebro) were studied.
14142	plosone	University of Cambridge, United Kingdom	2005	PMC3127847	
14143	diacare		1986	PMC2571053	
14144	Diabetes Care		2008	PMC2845055	
14145	Reprod Biol Endocrinol		2008	PMC2851697	
14146	Diabetes		1998	PMC2927937	
14147	J. Exp. Med	 	2002	PMC2194054	
14148	BMC Genomics		2009	PMC2997017	
14149	jmedgenet		2008	PMC2981023	
14150	BMC Genomics		2004	PMC1550727	
14151	nar		2001	PMC2441795	
14152	plosone	Istituto Dermopatico dell'Immacolata, Italy	2011	PMC3151268	The age of the patients (14 male and 14 female) ranged from 5 to 80 years (mean 40.4±26.6 years).
14153	JEPH		2011	PMC3139880	
14154	BMC Res Notes		2007	PMC3114763	
14155	BMC Genomics		2004	PMC2907690	
14156	J Exp Clin Cancer Res		2004	PMC2890545	
14157	BMC Musculoskelet Disord		2003	PMC2882345	
14158	BMC Neurol		2005	PMC2647900	
14159	J Adolesc Health		2006	PMC2832731	A telephonic survey to determine acceptability and feasibility of using MPs was conducted with BT20 participants, 2,023 of whom responded (88% of current participants; 52% female; 79% black).
14160	J Adolesc Health		2006	PMC2832731	The survey was completed by 2,023 participants (88% of current participants, 52% female, 79% black).
14161	JMP		1998	PMC3004103	
14162	plosone	Centre de Regulació Genòmica, Spain	1990	PMC2952627	
14163	jcb		1998	PMC2935572	
14164	BMC Bioinformatics		2005	PMC2813853	
14165	Chiropr Osteopat		2003	PMC2891800	
14166	BMC Cancer		1987	PMC2045669	
14167	Br J Cancer	Istituto Nazionale Neurologico C. Besta, Unita' of Neuro-Oncologia e Terapia Genica, Via Celoria 11, 20133 Milano, Italy	1993	PMC2375210	
14168	BMC Bioinformatics		1983	PMC2698905	
14169	J Carcinog		2001	PMC1665446	
14170	ECAM		2000	PMC3133878	In Vivo Antitumor ActivityIn total, 1 × 107 A549 cells were s.c. injected into the right flank of 16 week old female BALB/c nu/nu mice.
14171	J. Cell Biol	Department of Anatomy, University of California, San Francisco, CA 94143	1995	PMC2173123	
14172	plosone	Garvan Institute of Medical Research, Australia	2005	PMC2931698	
14173	plosone	McMaster University, Canada	2001	PMC2850936	
14174	plosone	Virginia Commonwealth University, United States of America	1995	PMC3172305	
14175	CFG		2001	PMC1876622	
14176	plosntds	Mahidol University, Thailand	2010	PMC3110156	
14177	BMC Health Serv Res		2006	PMC2000888	
14178	plosone	Stanford University School of Medicine, United States of America	2003	PMC2588657	
14179	BMC Bioinformatics		2000	PMC1127107	
14180	plosone	Johns Hopkins University, United States of America	2006	PMC2950846	
14181	Br J Cancer		1980	PMC2361600	
14182	plosone	Emory University, United States of America	2002	PMC3100322	
14183	plosone	Dana-Farber Cancer Institute, United States of America	2005	PMC2866734	The malignant melanoma patients studied here consisted of 24 men and 31 women with an average age of 62.6 years (range, 22 to 86 years); 13 had stage 0 (in situ) or stage I; 5 had stage II; 11 had stage III; 26 had stage IV.
14184	plosone	Dana-Farber Cancer Institute, United States of America	2005	PMC2866734	The healthy volunteers consisted of 15 men and 12 women with an average age of 31.6 years (range, 24 to 49years).
14185	carcin		2007	PMC2650794	
14186	Br J Cancer		2000	PMC2409706	
14187	BMC Genomics		2004	PMC1890293	
14188	Br J Cancer	Division of Surgery, Department of Hospital Medicine, Bristol Royal Infirmary, Bristol BS2 8HW, UK	1993	PMC2375445	
14189	J Hematol Oncol		2008	PMC2958876	
14190	Int J Obes (Lond)		2001	PMC2710396	
14191	Genome Med		2009	PMC2717395	
14192	BMC Public Health		2000	PMC3112131	
14193	101238455		1984	PMC2905560	
14194	plosone	Royal Holloway, University of London, United Kingdom	2003	PMC3012081	MethodsA total of twenty-nine subjects (15 females and 14 males, 28±7 years old, mean ± SD) participated in the study receiving modest monetary compensation.
14195	plosone	National Taiwan University Hospital, Taiwan	2008	PMC3167817	
14196	Respir Res		2006	PMC2203987	
14197	JoVE		2008	PMC3144657	
14198	plosone	Harvard School of Public Health, United States of America	2006	PMC2575235	
14199	Environ. Health Perspect		2003	PMC2199295	
14200	Nucleic Acids Research		2006	PMC1616960	
14201	BMC Genet		1998	PMC481059	
14202	Biol Direct		1999	PMC2453111	In the experiment, the samples were collected from 17 normal fertile men and 14 teratozoospermic men aged between 21 to 57.
14203	Biomed Eng Online		2001	PMC1513583	
14204	Thyroid Res		2009	PMC3155110	
14205	KJO	Department of Ophthalmology, Catholic University of Daegu College of Medicine, Daegu, Korea.	2000	PMC2629692	
14206	Nucleic Acids Research		2003	PMC1885677	
14207	Respir Res		2001	PMC1351173	
14208	plosone	Dana-Farber Cancer Institute, United States of America	1992	PMC2801610	
14209	plosone	University of Crete, Greece	2008	PMC2958121	
14210	Arthritis Res Ther		2005	PMC1526621	Materials and methodsPatientsTwenty-two patients with active SLE (21 females and one male), 17 patients with inactive SLE (16 females and one male) and 24 normal control individuals (22 females and two males) were included in the study.
14211	Nat. Chem. Biol.		2007	PMC3023843	
14212	plospath	Stanford University, United States of America	2000	PMC2435278	
14213	BMC Bioinformatics		2007	PMC2632678	
14214	ploscomp	The J. Craig Venter Institute, United States of America	1991	PMC1994983	
14215	Environ Health		2001	PMC2613877	
14216	BMC Evol Biol		1999	PMC2820002	
14217	plosone	Aarhus University, Denmark	2009	PMC2703794	
14218	Nucleic Acids Research		2002	PMC1243800	
14219	BMC Bioinformatics		2004	PMC2718928	
14220	plosone	University of Minnesota, United States of America	2003	PMC2965120	
14221	BMC Proc		2002	PMC2367545	
14222	Nat. Methods		2003	PMC2860480	
14223	BMC Cell Biol		2001	PMC152646	
14224	plosone	University of California, Berkeley, United States of America	1996	PMC2579482	
14225	Nat. Neurosci.		2004	PMC3171293	
14226	BMC Endocr Disord		2005	PMC2266752	This group included 44 females and 89 males with a mean age of 18.7 ± 4.5 years.
14227	ploscomp	University of British Columbia, Canada	2004	PMC3136429	
14228	Mol Cancer		2002	PMC2048978	
14229	BMC Cell Biol		1993	PMC547899	
14230	J. Exp. Med	 	1993	PMC2193899	
14231	Environ Health		2002	PMC2796489	
14232	plosone	Brigham & Women's Hospital - Harvard Medical School, United States of America	1989	PMC3060918	
14233	Crit Care		2009	PMC2934478	
14234	J Transl Med		2009	PMC3120690	
14235	Neuropsychiatric Disease and Treatment		2004	PMC2526380	
14236	BMC Bioinformatics		2005	PMC1637027	
14237	Ital J Pediatr		2008	PMC3154149	
14238	ijbs	Department of Medical Cell Biology, Uppsala University, Sweden	1999	PMC1752226	
14239	BMC Immunol		2005	PMC1665462	
14240	MV		1984	PMC2263008	
14241	J. Exp. Med	 	1996	PMC2213149	The limits of detection were as follows: IL-2: 20 pg/ml; IL-4: 20 pg/ml; IL-10: 20 pg/ml; IFN-γ: 60 pg/ml; TGF-β: 60 pg/ml.Mice.NOD/SCID female mice were purchased from Charles River Laboratories.
14242	BMC Evol Biol		2006	PMC3100261	
14243	Hum Resour Health		2001	PMC1920531	
14244	101258149	Lab of Control and Systems Biology, National Tsing Hua University, Hsinchu, 300, Taiwan	1991	PMC2623309	
14245	J Exp Clin Cancer Res		2004	PMC2709112	
14246	plosbiol	University of Edinburgh, United Kingdom	2004	PMC2634788	
14247	Algorithms Mol Biol		1996	PMC2784457	
14248	Epilepsy Res		2006	PMC2791882	
14249	nar		2010	PMC3159440	
14250	Neuropsychiatric Disease and Treatment		2008	PMC2874339	
14251	Nature	MRC Laboratory of Molecular Biology Hills Road, Cambridge CB2 0QH England	1994	PMC3103711	
14252	Mol Cancer		1996	PMC538268	
14253	BMC Health Serv Res		2005	PMC2266727	
14254	Arch Dermatol Res		2005	PMC3079829	
14255	Nucleic Acids Research		2006	PMC1540726	
14256	nar		1998	PMC2794190	
14257	BMC Bioinformatics		2003	PMC1173086	
14258	ijbs	3. Department of Internal Medicine, National Taiwan University Hospital, Taiwan.	2008	PMC3030144	
14259	jrgs		2004	PMC2737201	
14260	J. Exp. Med	 	1987	PMC2196058	
14261	GMS Ger Med Sci		2005	PMC3158648	
14262	plosone	University of Geneva, Switzerland	1998	PMC2917355	
14263	J Transl Med		2003	PMC1142520	
14264	plosntds	University of Washington, United States of America	2000	PMC2872645	
14265	Crit Care		2002	PMC1550886	
14266	BMC Med Imaging		2006	PMC3143928	
14267	BMC Ophthalmol		1996	PMC1291373	
14268	J. Exp. Med	 	2001	PMC2193482	
14269	plosgen	University of Oxford, United Kingdom	2007	PMC2679192	
14270	Br J Cancer		2000	PMC2360625	
14271	plosone	Pasteur Institute, France	2003	PMC2651618	
14272	nar		2009	PMC2817454	
14273	Breast Cancer Res		1999	PMC2750107	
14274	Structure		2003	PMC2862302	
14275	Genome Biol		2002	PMC1896007	
14276	BMC Bioinformatics		1996	PMC539274	
14277	plosone	New York University School of Medicine, United States of America	2003	PMC2376059	
14278	Arthritis Res Ther		2010	PMC3046520	
14279	BMC Public Health		1928	PMC2893462	To create more integration among the participants and less interference due to gender differences, focus groups did not mix men and women [19].
14280	plosone	Florida International University, United States of America	2009	PMC3020967	
14281	J. Exp. Med	 	1998	PMC2195637	
14282	plosone	Massachusetts General Hospital, United States of America	2003	PMC3084876	
14283	WestJEM	University of Texas Health Science Center, Houston, TX	2007	PMC3027443	
14284	CFG	Biochemistry and Biotechnology Department, Faculty of Chemistry, Rovira i Virgili University (URV), c/Marcel-li Domingo, s/n. Campus Sescelades, 43007 Tarragona, Spain	2001	PMC2666875	
14285	BMC Struct Biol		1999	PMC3117680	
14286	Respir Res		1996	PMC1291403	
14287	aje		1992	PMC2717168	
14288	Br J Cancer		2005	PMC2634727	
14289	plosone	University of Birmingham, United Kingdom	2008	PMC2659745	
14290	nar		2000	PMC3064790	
14291	Nucleic Acids Research		2004	PMC1289079	
14292	BMC Cancer		1993	PMC2588621	
14293	Nucleic Acids Research		2005	PMC1702493	
14294	BMC Res Notes		1996	PMC2615028	
14295	BMC Evol. Biol		1994	PMC2266713	
14296	nar		2008	PMC2896112	
14297	J. Cell Biol	 	2003	PMC2171485	
14298	J. Exp. Med	From the	1995	PMC2198988	
14299	Nucleic Acids Research		2004	PMC1557811	
14300	ImpactJ		2007	PMC3034179	
14301	BMC Cancer		2008	PMC3024299	
14302	plosone	University of Sao Paulo, Brazil	1996	PMC3095630	
14303	BMC Bioinformatics		2001	PMC1274251	
14304	Retrovirology		2009	PMC2767957	
14305	Br J Cancer		2000	PMC2410060	
14306	BMC Struct Biol		1997	PMC2200656	
14307	Diabetes		2008	PMC3028371	
14308	Mol Cancer		2007	PMC2820017	
14309	Arthritis Res Ther		2004	PMC464877	
14310	IJPharm		2002	PMC3038517	
14311	Crit Care		2008	PMC2784353	
14312	J. Exp. Med	 	1997	PMC2195755	
14313	Bioinformation		2007	PMC2533060	
14314	schbul	 	1971	PMC3004184	
14315	BMC Genet		1998	PMC551603	
14316	plosone	Victor Chang Cardiac Research Institute (VCCRI), Australia	1997	PMC2776512	
14317	Clinics (Sao Paulo)	Hospital das Clinicas, Faculdade de Medicina da Universidade de São Paulo - São Paulo/SP, Brazil. Tel.: 55 11 3069.6235, Email:  	2009	PMC2862675	
14318	IPID		2008	PMC2719812	
14319	plosone	MRC National Institute for Medical Research, United Kingdom	2004	PMC3157396	
14320	EMBO J		2007b	PMC3018789	
14321	Diabetes		1992	PMC3028359	
14322	BMC Infect Dis		1994	PMC2915995	
14323	Int. J. Hematol		1998	PMC2668596	
14324	Nucleic Acids Research		1994	PMC1450333	
14325	BMC Genomics		2009	PMC2879279	
14326	emmm		2004	PMC3044888	
14327	Malar J		2006	PMC2546428	
14328	Biomarker Insights		2004	PMC2717830	
14329	Int J Emerg Med		2009	PMC3047831	
14330	jem	 	1988	PMC2196013	
14331	plosone	Health Canada, Canada	2009	PMC3094331	
14332	Genome Biol		2008	PMC2614486	
14333	Arthritis Res Ther		2001	PMC1794535	
14334	BMC Bioinformatics		2004	PMC1166541	
14335	J. Cell Biol	 	1997	PMC2150768	
14336	Arthritis Res Ther		1996	PMC2714134	
14337	BMC Med Genet		2007	PMC1913911	
14338	J. Exp. Med	Molecular Immunology Section, Department of Immunology, Faculty of Medicine, Imperial College London, Hammersmith Hospital, London W12 ONN, England, UK	2002	PMC2213273	
14339	BMC Chem Biol		2006	PMC2834648	
14340	Arthritis Res Ther		2008	PMC2911903	
14341	plosone	Lehigh University, United States of America	2005	PMC1940319	
14342	Mol Pain		1994	PMC2584039	
14343	Vascular Health and Risk Management		1994	PMC1993951	
14344	J Orthop Surg		1995	PMC1635007	
14345	Nucleic Acids Research		2004	PMC1160154	
14346	BMC Bioinformatics		2005	PMC2048973	
14347	Environ. Health Perspect		2007	PMC2599755	
14348	IJHG	Department of Urology and Renal Transplantation, Sanjay Gandhi Post Graduate Institute of Medical Sciences, Raebareli Road, Lucknow - 226 014, Uttar Pradesh, India	2001	PMC3009425	
14349	BMC Cell Biol		2009	PMC2877667	
14350	Chiropr Osteopat		1992	PMC2945351	
14351	Br J Cancer		1999	PMC2813737	
14352	BJ	‡Molecular Discovery Research, GlaxoSmithKline, Stevenage SG1 2NY, U.K.	2008	PMC2669217	
14353	J Neuroeng Rehabil		2009	PMC2779792	MethodsTen individuals (5 females, mean age 28.4 ± 6.4 years) participated in the study.
14354	IN		2000	PMC2816952	
14355	Fibrogenesis Tissue Repair		2008	PMC2834615	
14356	J Neuroeng Rehabil		2006	PMC3063208	
14357	J. Gen. Physiol	 	2001	PMC2266614	
14358	BMC Genomics		2003	PMC2386054	
14359	Mol Cancer		2002	PMC2654862	
14360	J Gen Intern Med		1997	PMC1824715	
14361	BMC Bioinformatics		2003	PMC1929125	
14362	Subst Abuse Treat Prev Policy		1981	PMC1435998	
14363	nar		2002	PMC2367717	
14364	BMC Public Health		2005	PMC3017028	
14365	JO		2001	PMC3010668	
14366	BMC Bioinformatics		2006	PMC3044302	
14367	BMC Bioinformatics		2001	PMC1458362	
14368	plosone	Griffith University, Australia	2008	PMC2993181	
14369	Virol J		1997	PMC3090740	
14370	MV	Department of Ophthalmology, Duke University, Durham, NC	2006	PMC2637787	
14371	Diabetes Care		2010	PMC3114350	
14372	BMC Mol Biol		1993	PMC2292204	
14373	J. Exp. Med	 	1999	PMC2211954	
14374	BMC Genomics		2007	PMC3023747	
14375	ajmg		1992	PMC3085124	In addition, both parents had to be available for DNA sampling.IQ scores were available for 606 unrelated probands (for which we also had genotyping data, see below), of which 554 were males, with a mean age of 10.99 (SD 2.74).
